texto,fecha,usuario
rt @unafobia: @gruberleonardo @palmirot y ya crearon vacunas pediatrica o les inyectan la misma sustancia que q los adultos ? en argentina ayer murio una niña de 6 años después de la vacuna que le inocularon,2021-10-16 01:18:13 UTC,marisolas_65
"rt @enzobonelli5: ustedes 3 @raquelarbaje @raquelpenavice @luisabinader ¿como un no vacunado es un ""peligro"" para el que lo está? ¿como se le carga a un no vacunado el trabajo de ""cuidar"" al otro vacunado, si ese es el trabajo de la vacuna?",2021-10-16 01:18:09 UTC,thejournalist50
"rt @venequita52: @marijojoto_ @luisge007 quizas en vzla no se este cumpliendo la cadena de frio. conozco muchos q en menos de una semana de vacunados les da covid y otros q les ha dado infartos, y muchos han muerto (tanto del infarto como del covid post vacuna como ya explique)",2021-10-16 01:18:08 UTC,FelixDorantesM
"rt @mippcivzla: la vacuna anti-sars-cov-2 permitiría generar inmunidad comunitaria. haciendo que la población disminuya probabilidades de contagio.
así la propagación del virus es muy baja.
#vacunarsedependedeti https://t.co/l0hxhfjrxz",2021-10-16 01:18:07 UTC,marypatria1
"rt @larepublica_pe: comité de expertos autoriza el refuerzo de la vacuna de johnson &amp; johnson en ee. uu.

un estudio publicado recientemente demostró que las personas que recibieron la vacuna j&amp;j pueden beneficiarse de una dosis de refuerzo de una vacuna diferente.
https://t.co/cbeg5r4lsw",2021-10-16 01:18:05 UTC,rijoka_45
"rt @nataliaravanal1: lo único que les falta a estos descarados es ofrecer la vacuna, y un 50% de descuento en el servicio fúnebre. https://t.co/ht19vmsoc5",2021-10-16 01:18:04 UTC,crz_ed
rt @sin24horas: denuncian joven no se podrá graduar porque no tiene la tarjeta de vacuna. #coronavirusrd #vacuna #noticiassin https://t.co/9h5iaffdnq,2021-10-16 01:18:03 UTC,toskyti
"rt @laderechadiario: 🇧🇷 | bolsonaro explica por qué no se dará la vacuna: ""ya tuve la enfermedad, tengo anticuerpos, ¿para qué voy a vacunarme?"". https://t.co/80uhb1454r",2021-10-16 01:18:03 UTC,jsevilla2063
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 01:18:01 UTC,SPEVI
"rt @libertaddoctora: @juanrod05935224 la vacuna sinopharm es a virus inactivo de las plataformas más conocidas y seguras, llevo meses la evaluación de la ministra junto a especialistas y anmat de los datos provistos por china y emiratos árabes que son quienes la usan hace bastante.",2021-10-16 01:18:01 UTC,berauza
"rt @marijojoto_: causas de que alguien vacunado se enferme con covid:

1. no tener el esquema completo

las personas que tienen 1 sola dosis de vacuna tienen más protección que si no tuvieran ninguna, pero no es la protección total de las 2 dosis, por lo tanto está en mayor riesgo de enfermarse",2021-10-16 01:18:01 UTC,ledamejia21
"@raquelarbaje @snsrdo no lo querían dejar graduar por no tener la vacuna!! esa sonrisa, no fue fácil lograrla pero logramos usando las leyes tumbar  #dictadurasanitariard https://t.co/32jfxayu9r
palacio nacional 
#dictadurasanitariard https://t.co/nsbjnkhomt",2021-10-16 01:17:59 UTC,Monadijo
¿fiebre amarilla? deberían exigir vacuna contra la plaga roja. https://t.co/y3atdamyrp,2021-10-16 01:17:58 UTC,helmutsy
"rt @danko_50: @kattymarmoles @drtenz a mi me dio en marzo sin vacuna y me curé en una semana, solo dos días fueron duros, no tuve fiebre.

 ahora con vacunas 15 días de fiebre, dolor, tos, después de 22 días sigo con tos, cansancio y dolor de cabeza...

no saben nada, esa es la verdad.",2021-10-16 01:17:57 UTC,Lenin68
"rt @saludedomex: #estrategiadevacunación | del 15 al 18 de octubre estaremos aplicando la primera dosis de la vacuna a personas de 18 a 29 años y mujeres embarazadas en #tenangodelvalle, #tianguistenco y #calimaya. https://t.co/d5yxbtviqw",2021-10-16 01:17:57 UTC,ColinElsita
@elordenmundial estos chinos deberian de haber repartido gratis su vacuna anti covid al mundo en compensacion a la mierda que crearon con su virus le cagaron al mundo mataron personas y cayeron las economias mundiales x culpa de estos malditos chinos de mierda,2021-10-16 01:17:57 UTC,rickyrios1974
"@juliorazona ""120 mil muertos de la vacuna""",2021-10-16 01:17:52 UTC,lucaseniquel
"rt @claudiashein: a partir del lunes 18 de octubre, la ciudad de méxico pasa a semáforo verde. 

reconozco a l@s ciudadanos que responsablemente han acudido a recibir la vacuna contra #covid19. https://t.co/tx8zvffsky",2021-10-16 01:17:51 UTC,Katty_wonka
que onda se pusieron de acuerdo hasta para ponerse la vacuna?,2021-10-16 01:17:51 UTC,candenicolettii
"rt @larepublica_pe: 🚨#urgente | perú está a 1 % de inmunizar con dos dosis a la mitad de su población objetivo

hasta el momento, 13 697 249 ciudadanos han recibido ambas inoculaciones de la vacuna contra el coronavirus.
https://t.co/2uwf4mbyc1",2021-10-16 01:17:49 UTC,carcaramantin
rt @dw_espanol: #italia aplica desde este viernes las normas contra el #covid19 más estrictas del mundo. los trabajadores solo podrán acceder a sus actividades si están vacunados o cuentan con un #test negativo de #coronavirus (cp). https://t.co/t1wsiu6ifk,2021-10-16 01:17:46 UTC,RomroCelia
"rt @rahulkmex: “los niños de 12 a 17 años tienen la posibilidad de tener esas defensas, y el ponerles una vacuna, de la cual, todavía --excepto la de pfizer-- podría tener alguna limitación, aunque no les va a pasar nada a su desarrollo natural normal de su sistema inmunológico” alcocer https://t.co/ovgvoph4yj",2021-10-16 01:17:46 UTC,alicia67242145
"rt @esteradela: @juliorazona ojalá que así sea. hay mucha agresión por tema vacunas. yo respeto al que se vacuna como al que no, pero los que se vacunaron, agreden y no entiendo porque...",2021-10-16 01:17:46 UTC,LcpLuz
"rt @alanredick1: ahora ndajé, justo cuando el tema ya está bajo control en paraguay, #china 🇨🇳 ofrece $ su vacuna, después de haber cancelado el contrato unilateralmente en el momento que se necesitaba. 
la negligencia del gobierno chino ocasionó esta pandemia y ellos fueron los que más lucraron. https://t.co/f4cmltxhce",2021-10-16 01:17:45 UTC,ParaguayCQC
rt @catafernadeez: murio esperando el turno para la vacuna,2021-10-16 01:17:43 UTC,lu_aguirre17
@jesusrcuevas @birmex es es la vacuna que no aceptan en europa y en usa para los viajeros?,2021-10-16 01:17:43 UTC,garzaraul
"rt @majo_navajasok: ¿vieron que uno de los principales argumentos para aplicar sinopharm en niños es su “seguridad” porque es una vacuna de virus inactivado?
¿por qué será que ningún laboratorio europeo o estadounidense desarrolló una vacuna pediátrica de ese tipo si es “ideal” para los chicos?",2021-10-16 01:17:41 UTC,EmilceLaPlata
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 01:17:41 UTC,VirnaMosquera
"rt @xsaezll: 27% de reinfección en recuperados e covid: india, delta circulando...por tanto, no te fíes solo de inmunidad natural, ponte al menos 1 dosis de vacuna... https://t.co/ztzffe6oxf",2021-10-16 01:17:40 UTC,lbzer
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 01:17:39 UTC,rapsodiazul
"@marijojoto_ @manusandoval86 tranquila ya poseemos muy buena información sobre la ""vacuna"", que te inoculas y no proteje. además ni vacuna es.",2021-10-16 01:17:39 UTC,eleazar_arocha
"@brandonmg_99 @al52808582 @catalinacre la pregunta es, yo ví lo que dijo toda la presentación y no ví nada de insitacion entonces, cuál es el problema que diga que hay 1ue escuchar quien está a favor de la vacuna y quién no, traer gente especializada y hacer un panel responsable entonces que pasó dónde estamos no es",2021-10-16 01:17:35 UTC,rafadraven
"@jbeltre79 @padilla_cury @rondamo67252064 @annyestherburg @philippkohler6 @radikeltotel @cristodelalibe1 @rdsomospueblo @josalmnzar2 @farmaceuticoac1 @nuevage71424079 @derechado no lo querían dejar graduar por no tener la vacuna!! esa sonrisa, no fue fácil lograrla pero logramos usando las leyes tumbar  #dictadurasanitariard https://t.co/32jfxayu9r
palacio nacional 
#dictadurasanitariard https://t.co/nsbjnkhomt",2021-10-16 01:17:31 UTC,Monadijo
"@elzanate5 @minsanicaragua @s que buena noticia para nuestros niñas y niños recibir esta bendición como es la vacuna contra covid-19. todos los padres de familia hacer conciencia de la importancia de ponerle esta vacuna a nuestros chiquitos. 
#octubrevictorioso 
#unidadparalaprosperidad",2021-10-16 01:17:30 UTC,LauraPa00623967
"rt @timodelpino: viviremos escasez de suministros, pero de la vacuna jamás.",2021-10-16 01:17:28 UTC,cdelotero
"rt @jogel33: @alejand47818117 @gnusmastw @miasaguis @thenightwing01 totalmente. recordemos que todo el jet-set de ricachones pedófilos de hollywood, incluso la kamala, renegaban de la vacuna en la era trump. posteriormente todo cambio a la agenda 2030, como estaba planificado, hasta llegar al desastre y la vergüenza actual de este ""gobierno"".",2021-10-16 01:17:26 UTC,gnusmastw
"rt @sbcpublichealth: ¡clínicas gratuitas de la vacuna covid-19! sitios en todo el condado. la preimera y la segunda dosis ya están disponible. vacunas contra la gripe también. para más información, visite https://t.co/lal2cn1ooi https://t.co/z8lihbb7ka",2021-10-16 01:17:24 UTC,countyofsb
"rt @marijojoto_: ""fue la vacuna que le dio covid""

por favor no digan eso y si conocen a un profesional de salud que les diga eso salgan corriendo. ninguna vacuna contiene el virus vivo completo capaz de enfermar, solo contiene fragmentos del mismo para que el cuerpo lo conozca de antemano",2021-10-16 01:17:21 UTC,Judi075
"rt @escesarvidal: el senado francés ha rechazado la propuesta socialista de convertir en obligatoria  la vacuna contra el covid alegando que es ""políticamente imprudente y moralmente condenable"". de todo corazón: vive la france!!! a ver si va a ser verdad que ""siempre nos quedará parís""...",2021-10-16 01:17:21 UTC,gloriabernardi
"rt @manhattan_2: obligatorias para todos los niños en california, sin preocuparnos por este efecto que ocurrirá en muchos, muchos niños si se ven obligados a vacunarse ”.

citando otro ""estudio de muy buena calidad"" de tracy hoeg ""la miocarditis es ciertamente muy real. es por la vacuna.",2021-10-16 01:17:19 UTC,WendyM2311
"rt @hospitaldaza: #enfotos | seguimos con la jornada de vacunación desde nuestro hospital. recuerda la mejor vacuna es la prevención.
!la salud es lo primero!
#cartaalreydeespaña
#porunseguromássocial 

@nicolasmaduro @magagutierrezv @alvaradoc_salud https://t.co/xymjdahszx",2021-10-16 01:17:17 UTC,Jhoe4141
rt @diecou: the americans season 7. phillip se hace pasar por un biólogo molecular para lograr la aprobación de una vacuna rusa https://t.co/dwmxt2k1mj,2021-10-16 01:17:16 UTC,JulioiMontero
"rt @_elinvestigador: 🔴 graban a un alto cargo de ""libertad digital""  confirmando que la famosa periodista española elia rodríguez murió el mismo día de vacunarse.

el mismo día:
1. se vacuna.
2. se empieza a encontrar mal después de la vacuna.
3. muere en casa.

seguir leyendo: 👇",2021-10-16 01:17:16 UTC,DONDANIEL13
"rt @manhattan_2: obligatorias para todos los niños en california, sin preocuparnos por este efecto que ocurrirá en muchos, muchos niños si se ven obligados a vacunarse ”.

citando otro ""estudio de muy buena calidad"" de tracy hoeg ""la miocarditis es ciertamente muy real. es por la vacuna.",2021-10-16 01:17:14 UTC,martabonita4
"un contagio de coraje se está extendiendo por américa
mike adams

en todo estados unidos, pilotos, bomberos, oficiales de policía, ayudantes del alguacil, trabajadores de la construcción, oficinistas y muchas otras personas están diciendo no a los mandatos de la vacuna.",2021-10-16 01:17:09 UTC,GVictorCoronel1
"rt @dralopezdpsii: para los que creen que ya termino la pandemia, esta es la radiografía de un paciente con covid-19 severo que llego hoy a la clínica. no creía en el coronavirus y no hizo caso a la vacuna. https://t.co/gmbgc9wmqn",2021-10-16 01:17:09 UTC,Luismaura1355M
"@euricsanti no lo querían dejar graduar por no tener la vacuna!! esa sonrisa, no fue fácil lograrla pero logramos usando las leyes tumbar  #dictadurasanitariard https://t.co/32jfxayu9r
palacio nacional 
#dictadurasanitariard https://t.co/nsbjnkhomt",2021-10-16 01:17:09 UTC,Monadijo
"rt @reginadelsol77: mi hija se vacuna hoy 😍 
estamos en la fila y hay un maestro de la universidad ya vacunado con casino y me dice que se volverá a vacunar en esta vuelta, como si fuera su 1era vez pues no confía en la que según el gobierno le impuso @lopezobrador_ 
su acción no me parece correcta",2021-10-16 01:17:06 UTC,Regulucionario
"rt @hernanpablo: luego de tres años, el país vuelve a producir la vacuna contra la fiebre hemorrágica. tras superar los controles anmat aprobó el primer lote de candid #1 con un total de 7771 viales, equivalente a 77.710 dosis.

seguimos superando la herencia.",2021-10-16 01:17:02 UTC,MediosMendoza
"rt @_elinvestigador: 🔴 graban a un alto cargo de ""libertad digital""  confirmando que la famosa periodista española elia rodríguez murió el mismo día de vacunarse.

el mismo día:
1. se vacuna.
2. se empieza a encontrar mal después de la vacuna.
3. muere en casa.

seguir leyendo: 👇",2021-10-16 01:17:00 UTC,AILIME02057245
"rt @indaleciomejam1: #2dadosisamaestros, si la @@sep_mx quiere clases presenciales completas que vacune otra vez al magisterio, con una vacuna de refuerzo, es lo recomendado. @sep_mx @ssalud_mx @delfinagomeza https://t.co/fumhlqiwxv",2021-10-16 01:16:59 UTC,NidiaAragon8
rt @romeroaguuuus: estoy rogando no sentirme mal con esta vacuna😠,2021-10-16 01:16:59 UTC,FaustinoOrozco5
"rt @larepublica_pe: 🚨#urgente | perú está a 1 % de inmunizar con dos dosis a la mitad de su población objetivo

hasta el momento, 13 697 249 ciudadanos han recibido ambas inoculaciones de la vacuna contra el coronavirus.
https://t.co/2uwf4mbyc1",2021-10-16 01:16:57 UTC,jmoralesv03
"rt @joselcuba97: #teconvidoa cuidarte y cuidar a los tuyos, recuerda que una vacuna no impide que te contagies y contagies a los demás.

#dezurdateam 🤝 #cuba 🇨🇺 https://t.co/xfebwe2fy4",2021-10-16 01:16:56 UTC,ErnestoRaul28
"rt @_elinvestigador: 🔴 graban a un alto cargo de ""libertad digital""  confirmando que la famosa periodista española elia rodríguez murió el mismo día de vacunarse.

el mismo día:
1. se vacuna.
2. se empieza a encontrar mal después de la vacuna.
3. muere en casa.

seguir leyendo: 👇",2021-10-16 01:16:56 UTC,Energiasagradas
rt @mariolysosap: en #taiwan las muertes tras la vacuna superan las causadas por el covid. https://t.co/fesvrwibmg,2021-10-16 01:16:52 UTC,FEMINAZIS_OFF
"rt @saludedomex: #estrategiadevacunación | este 15 y 16 de octubre estaremos aplicando la primera dosis de la vacuna a personas de 18 a 29 años y mujeres embarazadas en #atizapán, #almoloyadelrío, #chapultepec  y #texcalyacac. https://t.co/qiql8p458p",2021-10-16 01:16:52 UTC,monica25178802
"el que no tenga por lo menos 2 dosis de la vacuna, deberían aislarlo desde azua hasta elías piña. https://t.co/rrudraocyn",2021-10-16 01:16:50 UTC,PapaCandelo2323
